type,possession_team,player,position,player_id,pass_recipient,id,timestamp,location,pass_end_location,pass_length,pass_outcome
Pressure,Bayer Leverkusen,Ikoma Loïs Openda,Right Center Forward,16275.0,,5fb07796-404c-4f79-a49c-a198dce9cae3,00:19:44.748,"[63.5, 18.9]",,,
Ball Receipt*,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,,7662180c-1b7f-403b-bfd9-2476833ee2bb,00:19:46.120,"[49.0, 46.7]",,,
Carry,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,,dd7e7a8b-4bee-48c5-9bf3-67dcfd798b09,00:19:46.120,"[49.0, 46.7]",,,
Pass,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,Jonas Hofmann,494fbb0c-6ae6-4cba-87dd-a23109e0066d,00:19:47.150,"[50.2, 44.7]","[64.9, 43.3]",14.766516,
Ball Receipt*,Bayer Leverkusen,Jonas Hofmann,Right Wing,8804.0,,82831694-86bb-4c84-b638-92f67fceca8c,00:19:47.888,"[64.9, 43.3]",,,
Carry,Bayer Leverkusen,Jonas Hofmann,Right Wing,8804.0,,8b5e9578-dc03-4482-8ec3-5b6ebac4ad70,00:19:47.888,"[64.9, 43.3]",,,
Pass,Bayer Leverkusen,Jonas Hofmann,Right Wing,8804.0,Jonathan Tah,dda4df55-1b65-41c5-8935-223a1d16749c,00:19:49.024,"[63.3, 40.1]","[53.6, 39.7]",9.708244,
Ball Receipt*,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,,ee09c901-6d4d-402b-9d0b-6c923d09ea90,00:19:50.114,"[53.6, 39.7]",,,
Carry,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,,0ccda4fb-ae2a-4ec2-866d-d177dd8a5653,00:19:50.114,"[53.6, 39.7]",,,
Pressure,Bayer Leverkusen,Daniel Olmo Carvajal,Left Center Forward,16532.0,,b46fd2cf-dda5-4b05-9bc5-e140f794d65a,00:19:51.720,"[65.7, 41.8]",,,
Pass,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,Exequiel Alejandro Palacios,b1db68d1-5aec-4d07-af9b-0b37f5d90900,00:19:52.251,"[52.6, 40.3]","[50.6, 60.6]",20.398285,
Ball Receipt*,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Defensive Midfield,28268.0,,76348b3b-8eb9-444d-853f-232502e50a18,00:19:53.428,"[50.6, 60.6]",,,
Carry,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Defensive Midfield,28268.0,,5de2ae5d-21d5-464c-8efe-a7b8df2a97c2,00:19:53.428,"[50.6, 60.6]",,,
Pressure,Bayer Leverkusen,Ikoma Loïs Openda,Right Center Forward,16275.0,,96946090-69fd-458c-9243-9e664d3c355e,00:19:53.729,"[70.1, 22.1]",,,
Pass,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Defensive Midfield,28268.0,Odilon Kossonou,9eeed7df-54a3-4de0-8188-bbe5dbb0e814,00:19:53.838,"[48.8, 62.2]","[56.2, 70.2]",10.897706,
Ball Receipt*,Bayer Leverkusen,Odilon Kossonou,Right Center Back,27133.0,,f74dfddb-cf5c-4596-b9da-19074e3ce4e9,00:19:55.478,"[56.2, 70.2]",,,
Carry,Bayer Leverkusen,Odilon Kossonou,Right Center Back,27133.0,,de3e5e79-ad91-41bf-a80b-4c9d327645a6,00:19:55.478,"[56.2, 70.2]",,,
Pass,Bayer Leverkusen,Odilon Kossonou,Right Center Back,27133.0,Exequiel Alejandro Palacios,434801ee-eef0-44d9-b580-9daa291b55d5,00:19:55.930,"[55.6, 73.4]","[55.6, 62.4]",11.0,
Pressure,Bayer Leverkusen,Timo Werner,Left Midfield,5557.0,,ed2c180b-7580-401e-adc8-16f01fa79f5f,00:19:56.006,"[62.9, 9.5]",,,
Ball Receipt*,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Defensive Midfield,28268.0,,b420dcab-033e-4c4e-b915-7e8414d6d710,00:19:56.973,"[55.6, 62.4]",,,
Pass,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Defensive Midfield,28268.0,Florian Wirtz,f9478acf-4658-4fb6-a2c5-85f62d35e5f1,00:19:56.973,"[54.8, 61.4]","[70.5, 55.2]",16.87987,Incomplete
Pressure,Bayer Leverkusen,Florian Wirtz,Left Wing,40724.0,,b00a613e-ba9d-4fd4-b669-922a07b8a1cd,00:19:58.402,"[71.1, 59.0]",,,
Ball Receipt*,Bayer Leverkusen,Florian Wirtz,Left Wing,40724.0,,5af2f2ed-34c3-474d-ae1b-09b2b7929f66,00:19:58.536,"[71.5, 58.4]",,,
Pass,RB Leipzig,Nicolas Seiwald,Right Defensive Midfield,39460.0,Willi Orban,23e4d46c-88bb-4c60-a436-d5b475d5071e,00:19:58.536,"[49.6, 24.9]","[41.2, 27.6]",8.823265,
Ball Receipt*,RB Leipzig,Willi Orban,Left Center Back,8509.0,,febd334a-1756-4eca-a69b-91dc7e2c333b,00:19:59.632,"[41.2, 27.6]",,,
Pass,RB Leipzig,Willi Orban,Left Center Back,8509.0,Xaver Schlager,c9d3491e-eddb-4209-950a-a21286426828,00:19:59.632,"[40.8, 25.7]","[57.2, 20.5]",17.20465,
Ball Receipt*,RB Leipzig,Xaver Schlager,Left Defensive Midfield,8769.0,,d3ab1cf1-4ca6-45d5-8a62-a2379f550b2b,00:20:00.479,"[57.2, 20.5]",,,
Pass,RB Leipzig,Xaver Schlager,Left Defensive Midfield,8769.0,Timo Werner,7f7bb6b5-c357-493f-8a59-f108af64eead,00:20:00.479,"[57.2, 18.7]","[78.9, 18.3]",21.703686,
Ball Receipt*,RB Leipzig,Timo Werner,Left Midfield,5557.0,,ee97b454-88b5-42cf-81ac-a107f26601c3,00:20:02.665,"[78.9, 18.3]",,,
Carry,RB Leipzig,Timo Werner,Left Midfield,5557.0,,067a74ba-6927-4b85-8015-a33129c58648,00:20:02.665,"[78.9, 18.3]",,,
Pressure,RB Leipzig,Jonathan Tah,Center Back,8221.0,,d1344b0f-3aa2-4008-9f8c-50b31a0a06dd,00:20:03.103,"[35.5, 56.2]",,,
Dribble,RB Leipzig,Timo Werner,Left Midfield,5557.0,,4a3a4398-e50e-4a3c-a6f5-e58353e70472,00:20:03.543,"[86.2, 21.9]",,,
Duel,RB Leipzig,Jonathan Tah,Center Back,8221.0,,6914eaac-b071-4175-9b11-3b8bae9bebb2,00:20:03.543,"[33.9, 58.2]",,,
Pass,RB Leipzig,David Raum,Left Back,12034.0,Ikoma Loïs Openda,84ad3b1a-c433-499e-8674-9644a149f195,00:20:48.947,"[120.0, 0.1]","[113.0, 40.5]",41.00195,
Ball Receipt*,RB Leipzig,Ikoma Loïs Openda,Right Center Forward,16275.0,,5634463f-f9c8-41f9-ae77-7d85141eee7a,00:20:50.415,"[113.0, 40.5]",,,
Shot,RB Leipzig,Ikoma Loïs Openda,Right Center Forward,16275.0,,29e2fbe9-f8d2-4dfe-8bc9-5af180dc647b,00:20:50.415,"[113.0, 40.5]",,,
Goal Keeper,RB Leipzig,Lukáš Hrádecký,Goalkeeper,8667.0,,79b80d35-a800-44d2-8ae3-0e4a370d9ed3,00:20:51.187,"[1.3, 40.7]",,,
Ball Recovery,RB Leipzig,Timo Werner,Left Midfield,5557.0,,60689a8a-724d-44c8-a8a2-c841ff6013e1,00:20:54.862,"[110.9, 75.8]",,,
Carry,RB Leipzig,Timo Werner,Left Midfield,5557.0,,67627ba1-a643-4053-bf9d-97e321c458ae,00:20:54.862,"[110.9, 75.8]",,,
Pass,RB Leipzig,Timo Werner,Left Midfield,5557.0,Benjamin Henrichs,e87b4c9b-1887-43b6-9a01-ac55a2142080,00:20:56.011,"[109.7, 76.8]","[90.8, 69.9]",20.12014,
Ball Receipt*,RB Leipzig,Benjamin Henrichs,Right Back,8211.0,,9590e0e0-701d-4660-958a-ade51b7886f3,00:20:57.252,"[90.8, 69.9]",,,
Carry,RB Leipzig,Benjamin Henrichs,Right Back,8211.0,,00e1cf7a-79a6-49d0-8fe3-c2d8c74be51c,00:20:57.252,"[90.8, 69.9]",,,
Pass,RB Leipzig,Benjamin Henrichs,Right Back,8211.0,Willi Orban,401f0c09-9789-4d52-8aba-550b637f7dc1,00:20:58.831,"[90.4, 60.3]","[106.5, 24.7]",39.071346,
Ball Receipt*,RB Leipzig,Willi Orban,Left Center Back,8509.0,,4aa550a3-1ecf-4d7f-ae2c-9823a7f6241c,00:21:00.952,"[106.5, 24.7]",,,
Pass,RB Leipzig,Willi Orban,Left Center Back,8509.0,,473b89b3-5e3b-4417-b619-cf1183ce96c8,00:21:00.952,"[106.5, 24.7]","[107.5, 45.2]",20.524376,Incomplete
Clearance,RB Leipzig,Jonathan Tah,Center Back,8221.0,,6d8f0cd6-328b-4165-88ea-e767cfe6cf87,00:21:02.681,"[12.6, 34.9]",,,
Ball Recovery,RB Leipzig,Benjamin Henrichs,Right Back,8211.0,,1fb7ef0e-3877-401a-9ebe-78c9482885f4,00:21:04.406,"[92.6, 60.3]",,,
Shot,RB Leipzig,Benjamin Henrichs,Right Back,8211.0,,3b486f32-c998-4c87-b3fd-e28b4d059679,00:21:04.586,"[93.3, 52.7]",,,
Goal Keeper,RB Leipzig,Lukáš Hrádecký,Goalkeeper,8667.0,,33860687-3d52-4edc-9e1d-92cad20178a3,00:21:05.402,"[1.7, 39.2]",,,
Pass,RB Leipzig,David Raum,Left Back,12034.0,,52b50a4a-567b-486f-a4c2-02aa960e00c7,00:21:46.425,"[120.0, 80.0]","[116.2, 41.0]",39.184692,Incomplete
Goal Keeper,Bayer Leverkusen,Lukáš Hrádecký,Goalkeeper,8667.0,,c7082341-ae96-4a46-81fe-7810892f0a36,00:21:48.017,"[3.9, 39.1]",,,
Carry,Bayer Leverkusen,Lukáš Hrádecký,Goalkeeper,8667.0,,6bff9723-ca6c-4d58-9ad8-d639c72392c0,00:21:48.017,"[3.9, 39.1]",,,
Pass,Bayer Leverkusen,Lukáš Hrádecký,Goalkeeper,8667.0,Granit Xhaka,a31e6400-799f-4040-a913-dd6552dfd6bf,00:22:00.269,"[11.6, 44.1]","[35.3, 43.1]",23.721088,
Ball Receipt*,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,,e407e864-7fc0-430f-b375-b44cd5a3cb03,00:22:01.642,"[35.3, 43.1]",,,
Carry,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,,d0ebadab-01ac-4d8e-bfbf-7ba386bf1884,00:22:01.642,"[35.3, 43.1]",,,
Pass,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,Exequiel Alejandro Palacios,80cc48ed-5941-41c3-838b-9d5dbd4165bc,00:22:02.229,"[33.9, 41.3]","[43.0, 6.3]",36.163654,
Ball Receipt*,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Defensive Midfield,28268.0,,3dbcfc00-6639-4a96-826d-dbdaaa3b1f3a,00:22:04.577,"[43.0, 6.3]",,,
Carry,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Defensive Midfield,28268.0,,2c048f25-6d87-4d69-a696-d37215b0e03f,00:22:04.577,"[43.0, 6.3]",,,
Pass,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Defensive Midfield,28268.0,Florian Wirtz,b69de9c8-03bf-4233-b92d-92b39382ff14,00:22:05.405,"[49.4, 5.5]","[69.1, 2.9]",19.870832,
Ball Receipt*,Bayer Leverkusen,Florian Wirtz,Left Wing,40724.0,,49d35588-864c-431e-9579-9e4f7a50e50a,00:22:06.690,"[69.1, 2.9]",,,
Carry,Bayer Leverkusen,Florian Wirtz,Left Wing,40724.0,,a9004986-d9db-4bf8-a432-5974e88c60a6,00:22:06.690,"[69.1, 2.9]",,,
Pass,Bayer Leverkusen,Florian Wirtz,Left Wing,40724.0,Victor Okoh Boniface,a8d4ce47-e479-44ba-9555-242d9439eb72,00:22:07.401,"[70.1, 3.7]","[76.7, 15.4]",13.433167,
Pressure,Bayer Leverkusen,Nicolas Seiwald,Right Defensive Midfield,39460.0,,ee3306ee-f7ed-4636-9ed7-72ffd4930efc,00:22:08.527,"[42.2, 62.7]",,,
Ball Receipt*,Bayer Leverkusen,Victor Okoh Boniface,Center Forward,32289.0,,e34cec86-7c38-47d7-a72d-c9fc84b947d3,00:22:08.691,"[76.7, 15.4]",,,
Pass,Bayer Leverkusen,Victor Okoh Boniface,Center Forward,32289.0,Exequiel Alejandro Palacios,36a89df3-b907-41b4-aa6d-117404187d37,00:22:08.691,"[78.1, 14.2]","[69.5, 9.8]",9.660228,
Ball Receipt*,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Defensive Midfield,28268.0,,26d369e7-1c3e-4d25-a3ed-f07de9ee0c1c,00:22:09.899,"[69.5, 9.8]",,,
Carry,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Defensive Midfield,28268.0,,adf85d40-daa1-4880-995e-b7236b2576d9,00:22:09.899,"[69.5, 9.8]",,,
Pass,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Defensive Midfield,28268.0,Florian Wirtz,5be64618-e7c7-4c41-b84d-d025d9d2ba49,00:22:10.944,"[68.3, 12.0]","[73.7, 6.5]",7.7077885,
Ball Receipt*,Bayer Leverkusen,Florian Wirtz,Left Wing,40724.0,,a6df8313-de63-4937-ae01-cea74328796d,00:22:12.109,"[73.7, 6.5]",,,
Carry,Bayer Leverkusen,Florian Wirtz,Left Wing,40724.0,,317a3cb7-1fed-4c7b-adbc-e1b97736ebb5,00:22:12.109,"[73.7, 6.5]",,,
Pass,Bayer Leverkusen,Florian Wirtz,Left Wing,40724.0,Edmond Fayçal Tapsoba,068f5f69-aa89-44f5-a052-4bf841cbfce9,00:22:15.671,"[77.9, 9.6]","[65.7, 26.4]",20.762466,
Ball Receipt*,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,,12b007a5-222b-4a4a-bceb-366391cbef42,00:22:16.929,"[65.7, 26.4]",,,
Carry,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,,e8140052-03ec-4eac-a50d-b81d98ea7d7e,00:22:16.929,"[65.7, 26.4]",,,
Pressure,Bayer Leverkusen,Daniel Olmo Carvajal,Left Center Forward,16532.0,,c9277ea1-4de6-403a-b1ae-0d33c5ae755e,00:22:18.783,"[48.8, 54.5]",,,
Pass,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,Jonathan Tah,0faba2b5-0ac2-459a-b55d-507a39c2e6c1,00:22:18.855,"[67.5, 28.2]","[63.5, 44.7]",16.977926,
Ball Receipt*,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,,b3effc36-b955-43ba-b4dc-7d8bc8316aa6,00:22:20.185,"[63.5, 44.7]",,,
Carry,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,,e6106f2e-f743-463a-8624-a6851dad879d,00:22:20.185,"[63.5, 44.7]",,,
Pass,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,Jeremie Frimpong,da7ff23b-a1fa-4c42-806b-ec6fe5e7aa1f,00:22:21.299,"[63.7, 50.9]","[84.5, 69.8]",28.10427,
Ball Receipt*,Bayer Leverkusen,Jeremie Frimpong,Right Wing Back,32712.0,,baba43ed-6c40-430f-aab9-1badc7d6a60a,00:22:22.928,"[84.5, 69.8]",,,
Carry,Bayer Leverkusen,Jeremie Frimpong,Right Wing Back,32712.0,,bcc5f1c6-d1a4-4d96-aede-8e3fab29715b,00:22:22.928,"[84.5, 69.8]",,,
Pass,Bayer Leverkusen,Jeremie Frimpong,Right Wing Back,32712.0,Granit Xhaka,11cddb0b-2d7c-4a26-b5d2-32e636c35b88,00:22:24.662,"[85.4, 65.0]","[81.3, 56.8]",9.167879,Incomplete
Ball Receipt*,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,,9c2466df-a6ff-4bc1-82b7-f74edd80b744,00:22:25.799,"[77.1, 54.2]",,,
Interception,Bayer Leverkusen,Nicolas Seiwald,Right Defensive Midfield,39460.0,,72908282-fd46-4d38-a033-87c4b218dfe4,00:22:25.799,"[38.8, 23.3]",,,
Ball Recovery,Bayer Leverkusen,Ikoma Loïs Openda,Right Center Forward,16275.0,,b491d9d4-f661-4a79-8869-5c54ad4f7860,00:22:26.613,"[48.0, 16.7]",,,
Carry,Bayer Leverkusen,Ikoma Loïs Openda,Right Center Forward,16275.0,,1fc0ea8e-55d5-4086-8532-4f854d74c711,00:22:26.613,"[48.0, 16.7]",,,
Pressure,Bayer Leverkusen,Odilon Kossonou,Right Center Back,27133.0,,b636b7dc-ce92-4634-a563-e9965f297b58,00:22:26.674,"[70.7, 67.6]",,,
Dribble,Bayer Leverkusen,Ikoma Loïs Openda,Right Center Forward,16275.0,,f5f23ae4-b320-4088-a7ce-ee65d6c96bfa,00:22:27.260,"[49.0, 17.1]",,,
Duel,Bayer Leverkusen,Odilon Kossonou,Right Center Back,27133.0,,14e3e282-5d22-4a23-a874-3d68703070d5,00:22:27.260,"[71.1, 63.0]",,,
Carry,Bayer Leverkusen,Odilon Kossonou,Right Center Back,27133.0,,310477c4-cd46-4797-a18c-e790323fcc73,00:22:27.260,"[71.1, 63.0]",,,
Pressure,Bayer Leverkusen,Xaver Schlager,Left Defensive Midfield,8769.0,,822a664b-5b9a-4a09-a410-d88f0d214c3b,00:22:28.323,"[42.8, 27.0]",,,
Pass,Bayer Leverkusen,Odilon Kossonou,Right Center Back,27133.0,Granit Xhaka,f321d219-b96b-409a-ab58-db94162864c6,00:22:28.365,"[76.1, 54.8]","[69.5, 52.1]",7.1309185,
Ball Receipt*,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,,27ff119a-3cbd-48f9-b0c0-2d9d579dc803,00:22:29.426,"[69.5, 52.1]",,,
Carry,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,,0d553fc5-49b8-43d2-ba46-3fee77e9b20a,00:22:29.426,"[69.5, 52.1]",,,
Pass,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,Edmond Fayçal Tapsoba,825f5c44-aa17-438d-a4eb-5d9dc2afbcfe,00:22:30.792,"[69.1, 50.1]","[56.2, 37.5]",18.03247,
Ball Receipt*,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,,c0bc4ca9-cbb4-4fd0-a84c-9f225232c1d8,00:22:31.753,"[56.2, 37.5]",,,
Carry,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,,b4673385-3b39-497f-864c-3f2bcae61910,00:22:31.753,"[56.2, 37.5]",,,
Pass,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,Victor Okoh Boniface,1ae4048e-1136-436f-956d-3d1ea12d9fc7,00:22:34.869,"[66.5, 39.1]","[88.4, 31.3]",23.24758,
Ball Receipt*,Bayer Leverkusen,Victor Okoh Boniface,Center Forward,32289.0,,80d41fa4-6359-40be-8142-3052eb051cb1,00:22:35.758,"[88.4, 31.3]",,,
Carry,Bayer Leverkusen,Victor Okoh Boniface,Center Forward,32289.0,,0af37d3e-b85b-4692-aec7-9a8a63930594,00:22:35.758,"[88.4, 31.3]",,,
Pressure,Bayer Leverkusen,Nicolas Seiwald,Right Defensive Midfield,39460.0,,1bf32e92-5125-4cb8-ba10-751ff49d26f7,00:22:36.810,"[33.5, 50.7]",,,
Pass,Bayer Leverkusen,Victor Okoh Boniface,Center Forward,32289.0,Jonas Hofmann,775e37d5-f018-4cb8-adf2-fa7b9315fc4c,00:22:37.641,"[84.3, 30.4]","[85.0, 36.1]",5.7428217,Incomplete
Ball Receipt*,Bayer Leverkusen,Jonas Hofmann,Right Wing,8804.0,,f7b69303-b7a5-4b2a-8190-459a7dd17ba6,00:22:37.856,"[84.5, 53.8]",,,
Block,Bayer Leverkusen,Nicolas Seiwald,Right Defensive Midfield,39460.0,,2a89660f-24f7-40a4-9426-e87b6e56098a,00:22:37.856,"[35.1, 44.0]",,,
Ball Recovery,RB Leipzig,Daniel Olmo Carvajal,Left Center Forward,16532.0,,4dd53f83-48c6-4df0-9892-ad521a689c5d,00:22:39.085,"[41.6, 39.6]",,,
Carry,RB Leipzig,Daniel Olmo Carvajal,Left Center Forward,16532.0,,5697fe89-6311-4a29-9ed5-29a4e0579662,00:22:39.085,"[41.6, 39.6]",,,
Pressure,RB Leipzig,Exequiel Alejandro Palacios,Right Defensive Midfield,28268.0,,c64dc864-9309-4a3c-b97d-3ed6b119a7c9,00:22:39.611,"[77.3, 39.3]",,,
Pass,RB Leipzig,Daniel Olmo Carvajal,Left Center Forward,16532.0,Benjamin Henrichs,f78e1d88-e6c8-43d9-8727-50f8216532d2,00:22:42.627,"[47.4, 56.9]","[38.6, 71.3]",16.876019,
Ball Receipt*,RB Leipzig,Benjamin Henrichs,Right Back,8211.0,,3cc03df9-09de-4770-9bde-3dc3e1be06bf,00:22:44.746,"[38.6, 71.3]",,,
Carry,RB Leipzig,Benjamin Henrichs,Right Back,8211.0,,144969ee-b234-4a3f-9a20-780320568d54,00:22:44.746,"[38.6, 71.3]",,,
Pass,RB Leipzig,Benjamin Henrichs,Right Back,8211.0,Mohamed Simakan,11c59ad4-dcc3-4d02-87e7-ed6fc15407c1,00:22:44.942,"[38.4, 71.7]","[29.1, 63.1]",12.666886,
Ball Receipt*,RB Leipzig,Mohamed Simakan,Right Center Back,30360.0,,91e07e83-7e16-48c2-a78d-b5442072b48f,00:22:46.010,"[29.1, 63.1]",,,
Carry,RB Leipzig,Mohamed Simakan,Right Center Back,30360.0,,7f72c850-78f8-4f2a-a238-c4b017cd12a5,00:22:46.010,"[29.1, 63.1]",,,
Pass,RB Leipzig,Mohamed Simakan,Right Center Back,30360.0,Janis Blaswich,c0a11d57-e4a5-4ee9-9ddd-a31521a34f8e,00:22:47.449,"[24.9, 57.9]","[12.0, 52.9]",13.8351,
Ball Receipt*,RB Leipzig,Janis Blaswich,Goalkeeper,15155.0,,5d1c4b06-96f5-4d4e-beec-e58a3459c3c0,00:22:48.541,"[12.0, 52.9]",,,
Carry,RB Leipzig,Janis Blaswich,Goalkeeper,15155.0,,b4b2aec7-f4a9-450c-94e4-ed414d7f87a6,00:22:48.541,"[12.0, 52.9]",,,
Pass,RB Leipzig,Janis Blaswich,Goalkeeper,15155.0,Willi Orban,7fd233a4-253c-4f75-a8e5-fb45feba2981,00:22:49.737,"[10.0, 47.6]","[9.0, 25.3]",22.32241,
Ball Receipt*,RB Leipzig,Willi Orban,Left Center Back,8509.0,,8db004fd-3ff0-43d2-b76b-af6f0d83b7ff,00:22:50.754,"[9.0, 25.3]",,,
Carry,RB Leipzig,Willi Orban,Left Center Back,8509.0,,bc052273-f8a0-41b3-a954-9d18a6e9f492,00:22:50.754,"[9.0, 25.3]",,,
Pass,RB Leipzig,Willi Orban,Left Center Back,8509.0,Timo Werner,90ebbc9e-3bd3-4eef-a774-880c32273057,00:22:52.306,"[9.8, 17.7]","[43.2, 12.1]",33.866207,
Ball Receipt*,RB Leipzig,Timo Werner,Left Midfield,5557.0,,1fb987e1-62e4-40d2-a6d0-e0b579f59911,00:22:53.957,"[43.2, 12.1]",,,
Carry,RB Leipzig,Timo Werner,Left Midfield,5557.0,,6b5c59f2-e604-47c4-8448-0c7146767af5,00:22:53.957,"[43.2, 12.1]",,,
Pass,RB Leipzig,Timo Werner,Left Midfield,5557.0,,c61834d9-5728-4ca4-9182-e212654f4075,00:22:54.037,"[44.3, 11.7]","[47.3, 11.7]",3.0,Incomplete
Block,RB Leipzig,Odilon Kossonou,Right Center Back,27133.0,,6ae9d9f3-f9e1-4667-8c85-47165f96395c,00:22:54.146,"[72.8, 68.4]",,,
Ball Recovery,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,,c72c5705-e0b0-4776-8901-91e7f9327b7b,00:22:55.473,"[84.5, 60.3]",,,
Carry,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,,6b1de13d-8ce9-4947-ba9d-07b0885adb51,00:22:55.473,"[84.5, 60.3]",,,
Pass,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,Victor Okoh Boniface,a837b47e-4156-451f-bb9e-1f19ed594b7b,00:22:57.146,"[85.6, 54.8]","[108.3, 47.5]",23.844915,
Ball Receipt*,Bayer Leverkusen,Victor Okoh Boniface,Center Forward,32289.0,,24ff0852-819f-4061-9040-b4e293f6ba9e,00:22:58.801,"[108.3, 47.5]",,,
Carry,Bayer Leverkusen,Victor Okoh Boniface,Center Forward,32289.0,,618b5a5e-4b17-48aa-a44c-ad769dfff864,00:22:58.801,"[108.3, 47.5]",,,
Pressure,Bayer Leverkusen,Willi Orban,Left Center Back,8509.0,,ae3b8e23-0618-4dae-b166-f0cc3f8c7657,00:22:59.590,"[6.2, 31.4]",,,
Miscontrol,Bayer Leverkusen,Victor Okoh Boniface,Center Forward,32289.0,,5de4604e-56f3-471b-ac26-54bc80920a73,00:23:00.198,"[115.9, 48.7]",,,
Ball Recovery,Bayer Leverkusen,Victor Okoh Boniface,Center Forward,32289.0,,9e54a35f-0f70-4af1-ab2b-ee2631f7c0d7,00:23:01.855,"[114.9, 56.8]",,,
Carry,Bayer Leverkusen,Victor Okoh Boniface,Center Forward,32289.0,,ce12a81d-8bad-4f93-9ddb-a6e9ad70c038,00:23:01.855,"[114.9, 56.8]",,,
Pass,Bayer Leverkusen,Victor Okoh Boniface,Center Forward,32289.0,Jeremie Frimpong,624fe056-b100-4837-a3b9-87562e468707,00:23:03.802,"[117.5, 55.6]","[113.6, 43.8]",12.427792,
Ball Receipt*,Bayer Leverkusen,Jeremie Frimpong,Right Wing Back,32712.0,,4f79002c-5cf4-41f0-8742-a4be091b0350,00:23:04.554,"[113.6, 43.8]",,,
Shot,Bayer Leverkusen,Jeremie Frimpong,Right Wing Back,32712.0,,7d9b770d-fe1c-481a-a4dc-bf99d71705e6,00:23:04.554,"[113.6, 43.8]",,,
Goal Keeper,Bayer Leverkusen,Janis Blaswich,Goalkeeper,15155.0,,93a45bfd-ba64-48ad-8e51-7c06f0fb3985,00:23:04.865,"[1.9, 37.5]",,,
Injury Stoppage,Bayer Leverkusen,Janis Blaswich,Goalkeeper,15155.0,,2ab117ec-dfb9-455d-8616-92d383ffdb83,00:24:17.329,,,,
Injury Stoppage,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,,5602ed31-c573-4d8f-a526-38c8715d6430,00:24:46.566,,,,
Pass,RB Leipzig,Ikoma Loïs Openda,Right Center Forward,16275.0,Daniel Olmo Carvajal,48ddca03-4e74-4f54-8955-38d8d78aa178,00:25:58.671,"[61.0, 40.1]","[57.0, 42.2]",4.5177426,
Ball Receipt*,RB Leipzig,Daniel Olmo Carvajal,Left Center Forward,16532.0,,15c69b96-aab1-44ae-815d-3b490f1622d6,00:25:59.991,"[57.0, 42.2]",,,
Pass,RB Leipzig,Daniel Olmo Carvajal,Left Center Forward,16532.0,Willi Orban,d8a17e55-8a04-423b-b192-3006996db5ff,00:26:02.867,"[56.8, 41.2]","[43.4, 27.0]",19.524343,
Ball Receipt*,RB Leipzig,Willi Orban,Left Center Back,8509.0,,bc17a784-3e21-4fde-ad63-13c020d6d9fe,00:26:04.431,"[43.4, 27.0]",,,
Carry,RB Leipzig,Willi Orban,Left Center Back,8509.0,,c434b807-7fd9-44cd-823a-8d098be40c75,00:26:04.431,"[43.4, 27.0]",,,
Pass,RB Leipzig,Willi Orban,Left Center Back,8509.0,Mohamed Simakan,4ca60308-1eec-418e-9fba-cde2aee7d9e2,00:26:05.731,"[42.2, 27.4]","[41.4, 55.9]",28.511227,
